"Reference","Title","Abstract"
"7. Int J Cancer. 2019 Apr 15;144(8):2043-2050. doi: 10.1002/ijc.31924. Epub 2018 Dec 20.","The landscape of CAR T-cell therapy in the United States and China: A comparative analysis.","The clinical trials of CAR T-cell therapy are growing fast in recent years, and most of the trials are initiated by sponsors from the United States and China. Exhibiting the distinctions between the clinical trials in the two countries is of great value for understanding the panorama of CAR T-cell clinical trials and forecasting the future of this promising therapy. We analyzed the critical elements of 289 clinical trials posted on the clinicaltrials.gov website by sponsors from the two countries and evaluated the efficacy data in available 50 published CAR T-cell studies. Our analysis shows that China has become the country with the largest number of CAR-T cell clinical trials by the end of 2017, while overall subject sample size and study center numbers are still larger, and  the design of the clinical trials is more cautious in the United States. There are obvious differences between the two countries in CAR-targeted antigens in solid tumors and genetic modifications besides CARs for enhancing the potency of  CAR T-cells. Although the currently available response rates are promising in both countries, it is inexpedient to conclude that the clinical efficacy is comparable between the two countries considering the smaller patient sample sizes and discrete distribution of median cell doses in China. And finally, the flexible regulatory regime of cell therapy in China, which expedites the bursting of CAR T-cell therapy, is also firstly introduced in our study."

"9. Biol Blood Marrow Transplant. 2019 Apr;25(4):625-638. doi: 10.1016/j.bbmt.2018.12.758. Epub 2018 Dec 25.","ASTCT Consensus Grading for Cytokine Release Syndrome and Neurologic Toxicity Associated with Immune Effector Cells.","Chimeric antigen receptor (CAR) T cell therapy is rapidly emerging as one of the  most promising therapies for hematologic malignancies. Two CAR T products were recently approved in the United States and Europe for the treatment ofpatients up to age 25years with relapsed or refractory B cell acute lymphoblastic leukemia and/or adults with large B cell lymphoma. Many more CAR T products, as well as other immunotherapies, including various immune cell- and bi-specific antibody-based approaches that function by activation of immune effector cells, are in clinical development for both hematologic and solid tumor malignancies. These therapies are associated with unique toxicities of cytokine release syndrome (CRS) and neurologic toxicity. The assessment and grading of these toxicities vary considerably across clinical trials and across institutions, making it difficult to compare the safety of different products and hindering the ability to develop optimal strategies for management of these toxicities. Moreover, some aspects of these grading systems can be challenging to implement across centers. Therefore, in an effort to harmonize the definitions and grading  systems for CRS and neurotoxicity, experts from all aspects of the field met on June 20 and 21, 2018, at a meeting supported by the American Society for Transplantation and Cellular Therapy (ASTCT; formerly American Society for Blood  and Marrow Transplantation, ASBMT) in Arlington, VA. Here we report the consensus recommendations of that group and propose new definitions and grading for CRS and neurotoxicity that are objective, easy to apply, and ultimately more accurately categorize the severity of these toxicities. The goal is to provide a uniform consensus grading system for CRS and neurotoxicity associated with immune effector cell therapies, for use across clinical trials and in the postapproval clinical setting."

"11. Clin Cancer Res. 2019 Apr 1;25(7):2042-2048. doi: 10.1158/1078-0432.CCR-18-1625.  Epub 2018 Nov 16.","Immunotherapy for Glioblastoma: Adoptive T-cell Strategies.","Glioblastoma (GBM) is a devastating disease with an extremely poor prognosis. Immunotherapy via adoptive cell transfer (ACT), especially with T cells engineered to express chimeric antigen receptors (CAR), represents a particularly promising approach. Despite the recent success of CAR T cells for blood cancers,  the question remains whether this powerful anticancer therapy will ultimately work for brain tumors, and whether the primary immunologic challenges in this disease, which include antigenic heterogeneity, immune suppression, and T-cell exhaustion, can be adequately addressed. Here, we contextualize these concepts by reviewing recent developments in ACT for GBM, with a special focus on pioneering  clinical trials of CAR T-cell therapy."

"12. Clin Chem. 2019 Apr;65(4):519-529. doi: 10.1373/clinchem.2016.258988. Epub 2018 Dec 28.","Immunotherapy Using Chimeric Antigen Receptor-Engineered T Cells: A Novel Cellular Therapy with Important Implications for the Clinical Laboratory.","BACKGROUND: We have entered a new era of cancer therapy, with a number of immune-based therapies already used clinically as a standard of care. Adoptive cellular immunotherapy using T cells genetically modified with chimeric antigen receptors (CAR-T cells) represents a novel therapeutic approach. CAR-T cells have produced clinical responses in B-cell malignancies that are otherwise refractory  to conventional therapies. Two CAR-T cell therapies obtained regulatory approval  in 2017, with many more of these therapies under clinical development. CONTENT: This review focuses on the current state of adoptive cellular immunotherapy, specifically CAR-T cells, in the clinic and how this therapy differs from traditional small molecule and biologic therapies. Areas in which the clinical laboratory is affected by these novel therapies are discussed. Opportunities for the clinical laboratory to help guide these therapies are also  highlighted. SUMMARY: The clinical laboratory will play an integral role in the care of patients undergoing adoptive cellular therapy with engineered T cells. There are  many ways that this new therapeutic approach affects the clinical laboratory, and the clinical laboratory will likely play a critical role in managing patients that are treated with CAR-T cell therapy."

"13. Hum Gene Ther. 2019 Apr;30(4):446-458. doi: 10.1089/hum.2017.234. Epub 2018 Apr 27.","Nucleofection with Plasmid DNA for CRISPR/Cas9-Mediated Inactivation of Programmed Cell Death Protein 1 in CD133-Specific CAR T Cells.","CRISPR/Cas9-mediated programmed cell death protein 1 (PD-1) disruption in chimeric antigen receptor (CAR) T cells could be an appealing choice to improve the therapeutic efficacy of CAR T cells in an immunosuppressive tumor microenvironment. In most of the reported cases, Cas9 was delivered into T cells  by way of electroporation with RNA or protein. However, transient expression of Cas9 by transfection with a plasmid encoding its gene is apparently simpler, as it avoids the steps of in vitro transcription of DNA or protein production. This  study tried nucleofection into human primary T cells of plasmids encoding both CRISPR/Cas9 for disrupting the PD-1 gene and the piggyBac transposon system for expressing CD133-specific CAR in one reaction. Based on drug selection, CD133-specific CAR T cells were obtained in which, on average, 91.5% of the PD-1  gene sites were disrupted, but almost no Cas9 gene expression was found in the final engineered CAR T cells. The PD-1-deficient CD133-specific CAR T cells showed similar levels of cytokine secretion and improved proliferation and cytotoxicity in vitro, and enhanced inhibition of tumor growth in an orthotopic mouse model of glioma, compared to conventional CD133-CAR T cells. The described  method could be useful for the production of PD-1-deficient CAR T cells for cancer immunotherapy."

"14. Virchows Arch. 2019 Apr;474(4):449-461. doi: 10.1007/s00428-018-2484-0. Epub 2018 Nov 23.","Adoptive cellular therapies: the current landscape.","For many cancer types, the immune system plays an essential role in their development and growth. Based on these rather novel insights, immunotherapeutic strategies have been developed. In the past decade, immune checkpoint blockade has demonstrated a major breakthrough in cancer treatment and has currently been  approved for the treatment of multiple tumor types. Adoptive cell therapy (ACT) with tumor-infiltrating lymphocytes (TIL) or gene-modified T cells expressing novel T cell receptors (TCR) or chimeric antigen receptors (CAR) is another strategy to modify the immune system to recognize tumor cells and thus carry out  an anti-tumor effector function. These treatments have shown promising results in various tumor types, and multiple clinical trials are being conducted worldwide to further optimize this treatment modality. Most successful results were obtained in hematological malignancies with the use of CD19-directed CAR T cell therapy and already led to the commercial approval by the FDA. This review provides an overview of the developments in ACT, the associated toxicity, and the future potential of ACT in cancer treatment."

"15. Clin Cancer Res. 2019 Mar 15;25(6):1702-1708. doi: 10.1158/1078-0432.CCR-18-2743. Epub 2018 Nov 9.","FDA Approval Summary: Axicabtagene Ciloleucel for Relapsed or Refractory Large B-cell Lymphoma.","In October 2017, the FDA granted regular approval to axicabtagene ciloleucel, a CD19-directed chimeric antigen receptor (CAR) T-cell therapy, for treatment of adult patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy. Efficacy was based on complete remission (CR) rate and duration of response (DOR) in 101 adult patients with relapsed or refractory large B-cell lymphoma (median 3 prior systemic regimens) treated on a  single-arm trial. Patients received a single infusion of axicabtagene ciloleucel, preceded by lymphodepleting chemotherapy with cyclophosphamide and fludarabine. The objective response rate per independent review committee was 72% [95% confidence interval (CI), 62-81], with a CR rate of 51% (95% CI, 41-62). With a median follow-up of 7.9 months, the median DOR was not reached in patients achieving CR (95% CI, 8.1 months; not estimable, NE), whereas patients with partial remission had an estimated median DOR of 2.1 months (95% CI, 1.3-5.3). Among 108 patients evaluated for safety, serious adverse reactions occurred in 52%. Cytokine release syndrome and neurologic toxicities occurred in 94% and 87%  of patients, respectively, leading to implementation of a risk evaluation and mitigation strategy."

"16. Biol Blood Marrow Transplant. 2019 Mar;25(3):e76-e85. doi: 10.1016/j.bbmt.2018.12.068. Epub 2018 Dec 18.","Clinical Utilization of Chimeric Antigen Receptor T Cells in B Cell Acute Lymphoblastic Leukemia: An Expert Opinion from the European Society for Blood and Marrow Transplantation and the American Society for Blood and Marrow Transplantation.","On August 30, 2017 the US Food and Drug Administration approved tisagenlecleucel  (Kymriah; Novartis, Basel, Switzerland), a synthetic bioimmune product of anti-CD19 chimeric antigen receptor T cells (CAR-T), for the treatment of children and young adults with relapsed/refractory B cell acute lymphoblastic leukemia (B-ALL). With this new era of personalized cancer immunotherapy, multiple challenges are present, ranging from implementation of a CAR-T program to safe delivery of the drug, long-term toxicity monitoring, and disease assessments. To address these issues experts representing the American Society for Blood and Marrow Transplant, the European Society for Blood and Marrow Transplantation, the International Society of Cell and Gene Therapy, and the Foundation for the Accreditation of Cellular Therapy formed a global CAR-T task force to identify and address key questions pertinent for hematologists and transplant physicians regarding the clinical use of anti CD19 CAR-T therapy in patients with B-ALL. This article presents an initial roadmap for navigating common clinical practice scenarios that will become more prevalent now that the first commercially available CAR-T product for B-ALL has been approved."

"17. Blood Rev. 2019 Mar;34:67-83. doi: 10.1016/j.blre.2018.12.001. Epub 2018 Dec 5.","Immunotherapy in acute myeloid leukemia and myelodysplastic syndromes: The dawn of a new era?","Immunotherapy has revolutionized therapy in both solid and liquid malignancies. The ability to cure acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS) with an allogeneic hematopoietic stem cell transplant (HSCT) is proof of concept for the application of immunotherapy in AML and MDS. However, outside of  HSCT, only the anti-CD33 antibody drug conjugate gemtuzumab ozogamicin is currently approved as an antibody-targeted therapy for AML. Several avenues of immunotherapeutic drugs are currently in different stages of clinical development. Here, we review recent advances in antibody-based therapy, immune checkpoint inhibitors, vaccines and adoptive cell-based therapy for patients with AML and MDS. First, we discuss different antibody constructs. Immune checkpoint inhibitors targeting cytotoxic T-lymphocyte-associated protein 4 (CTLA-4), programmed cell death protein-1 (PD-1) and CD47 as well as peptide, dendritic cell and dendritic/AML cell-based vaccines are reviewed next. Lastly, adoptive cell-based therapy including chimeric antigen receptor (CAR)-T cell and NK cell therapy is discussed."

"18. Blood Rev. 2019 Mar;34:45-55. doi: 10.1016/j.blre.2018.11.002. Epub 2018 Nov 14.","Recent advances in CAR T-cell toxicity: Mechanisms, manifestations and management.","Chimeric antigen receptor (CAR) T-cell therapy is an effective new treatment for  hematologic malignancies. Two CAR T-cell products are now approved for clinical use by the U.S. FDA: tisagenlecleucel for pediatric acute lymphoblastic leukemia  (ALL) and adult diffuse large B-cell lymphoma subtypes (DLBCL), and axicabtagene  ciloleucel for DLBCL. CAR T-cell therapies are being developed for multiple myeloma, and clear evidence of clinical activity has been generated. A barrier to widespread use of CAR T-cell therapy is toxicity, primarily cytokine release syndrome (CRS) and neurologic toxicity. Manifestations of CRS include fevers, hypotension, hypoxia, end organ dysfunction, cytopenias, coagulopathy, and hemophagocytic lymphohistiocytosis. Neurologic toxicities are diverse and include encephalopathy, cognitive defects, dysphasias, seizures, and cerebral edema. Our  understanding of the pathophysiology of CRS and neurotoxicity is continually improving. Early and peak levels of certain cytokines, peak blood CAR T-cell levels, patient disease burden, conditioning chemotherapy, CAR T-cell dose, endothelial activation, and CAR design are all factors that may influence toxicity. Multiple grading systems for CAR T-cell toxicity are in use; a universal grading system is needed so that CAR T-cell products can be compared across studies. Guidelines for toxicity management vary among centers, but typically include supportive care, plus immunosuppression with tocilizumab or corticosteroids administered for severe toxicity. Gaining a better understanding  of CAR T-cell toxicities and developing new therapies for these toxicities are active areas of laboratory research. Further clinical investigation of CAR T-cell toxicity is also needed. In this review, we present guidelines for management of  CRS and CAR neurotoxicity."

"19. Blood Rev. 2019 Mar;34:26-33. doi: 10.1016/j.blre.2018.10.003. Epub 2018 Nov 1.","Prognostic and therapeutic role of CLEC12A in acute myeloid leukemia.","CLEC12A has recently been identified as an antigen, expressed on leukemic stem cells and leukemic blasts. Given the fact that this expression profile seems stable throughout diagnosis, treatment and relapse on leukemic blasts and leukemic stem cells, CLEC12A can be considered a highly potent and reliable marker for the detection of measurable residual disease and therefore applicable  for risk stratification and prognostication in AML. Low CLEC12A expression on leukemic blasts seems to be independently associated with lower likelihood of achieving complete remission after 1 cycle of induction chemotherapy, shorter event free survival, as well as overall survival, indicating potential prognostic properties of CLEC12A expression itself. Lack of expression on the normal hematopoietic stem and progenitor cells, in contrast to CD123 and CD33, might result in less toxicity regarding cytopenias, making CLEC12A an interesting target for innovating immunotherapies, including monoclonal and bispecific antibodies, antibody-drug conjugates and CAR-T cells therapy."

"20. Bone Marrow Transplant. 2019 Mar;54(3):485-489. doi: 10.1038/s41409-018-0329-8. Epub 2018 Aug 31.","A dynamical systems perspective on chimeric antigen receptor T-cell dosing.","Chimeric antigen receptor T cells (CAR T cells) are dosed similarly to donor lymphocyte infusions following hematopoietic cell transplantation. However, the mechanism driving proliferation in CAR T cells is distinct from conventional T cells. As such there are quantitative differences in the antigen response of these engineered cells when compared with conventional T cells. In this perspective paper the logistic equation of growth is used to develop a mathematical basis for understanding the difference between CAR T cell and conventional T cell response to antigen burden."

"21. Cancer Immunol Immunother. 2019 Mar;68(3):365-377. doi: 10.1007/s00262-018-2281-2. Epub 2018 Dec 6.","CRISPR/Cas9-mediated PD-1 disruption enhances human mesothelin-targeted CAR T cell effector functions.","The interaction between programmed cell death protein 1 (PD-1) on activated T cells and its ligands on a target tumour may limit the capacity of chimeric antigen receptor (CAR) T cells to eradicate solid tumours. PD-1 blockade could potentially enhance CAR T cell function. Here, we show that mesothelin is overexpressed in human triple-negative breast cancer cells and can be targeted by CAR T cells. To overcome the suppressive effect of PD-1 on CAR T cells, we utilized CRISPR/Cas9 ribonucleoprotein-mediated editing to disrupt the programmed cell death-1 (PD-1) gene locus in human primary T cells, resulting in a significantly reduced PD-1hi population. This reduction had little effect on CAR  T cell proliferation but strongly augmented CAR T cell cytokine production and cytotoxicity towards PD-L1-expressing cancer cells in vitro. CAR T cells with PD-1 disruption show enhanced tumour control and relapse prevention in vivo when  compared with CAR T cells with or without αPD-1 antibody blockade. Our study demonstrates a potential advantage of integrated immune checkpoint blockade with  CAR T cells in controlling solid tumours and provides an alternative CAR T cell strategy for adoptive transfer therapy."

"22. Clin Cancer Res. 2019 Feb 15;25(4):1133-1135. doi: 10.1158/1078-0432.CCR-18-3328. Epub 2018 Nov 21.","First CAR to Pass the Road Test: Tisagenlecleucels Drive to FDA Approval.","In August 2017, the FDA took historic action in granting the first approval of gene therapy to tisagenlecleucel. This landmark step brought CAR T-cell therapy to the commercial space and heralded a new era in managing refractory B-cell malignancies and FDA oversight of gene-modified therapies.See related article by  OLeary et al., p. 1142."

"23. Blood. 2019 Feb 14;133(7):697-709. doi: 10.1182/blood-2018-10-881722. Epub 2018 Nov 21.","GM-CSF inhibition reduces cytokine release syndrome and neuroinflammation but enhances CAR-T cell function in xenografts.","Chimeric antigen receptor T (CAR-T) cell therapy is a new pillar in cancer therapeutics; however, its application is limited by the associated toxicities. These include cytokine release syndrome (CRS) and neurotoxicity. Although the IL-6R antagonist tocilizumab is approved for treatment of CRS, there is no approved treatment of neurotoxicity associated with CD19-targeted CAR-T (CART19)  cell therapy. Recent data suggest that monocytes and macrophages contribute to the development of CRS and neurotoxicity after CAR-T cell therapy. Therefore, we  investigated neutralizing granulocyte-macrophage colony-stimulating factor (GM-CSF) as a potential strategy to manage CART19 cell-associated toxicities. In  this study, we show that GM-CSF neutralization with lenzilumab does not inhibit CART19 cell function in vitro or in vivo. Moreover, CART19 cell proliferation was enhanced and durable control of leukemic disease was maintained better in patient-derived xenografts after GM-CSF neutralization with lenzilumab. In a patient acute lymphoblastic leukemia xenograft model of CRS and neuroinflammation (NI), GM-CSF neutralization resulted in a reduction of myeloid and T cell infiltration in the central nervous system and a significant reduction in NI and  prevention of CRS. Finally, we generated GM-CSF-deficient CART19 cells through CRISPR/Cas9 disruption of GM-CSF during CAR-T cell manufacturing. These GM-CSFk/o CAR-T cells maintained normal functions and had enhanced antitumor activity in vivo, as well as improved overall survival, compared with CART19 cells. Together, these studies illuminate a novel approach to abrogate NI and CRS through GM-CSF neutralization, which may potentially enhance CAR-T cell function. Phase 2 studies with lenzilumab in combination with CART19 cell therapy are planned."

"24. Mol Ther. 2019 Feb 6;27(2):287-299. doi: 10.1016/j.ymthe.2018.11.015. Epub 2018 Nov 20.","Chimeric Antigen Receptor Library Screening Using a Novel NF-κB/NFAT Reporter Cell Platform.","Chimeric antigen receptor (CAR)-T cell immunotherapy is under intense preclinical and clinical investigation, and it involves a rapidly increasing portfolio of novel target antigens and CAR designs. We established a platform that enables rapid and high-throughput CAR-screening campaigns with reporter cells derived from the T cell lymphoma line Jurkat. Reporter cells were equipped with nuclear factor κB (NF-κB) and nuclear factor of activated T cells (NFAT) reporter genes that generate a duplex output of enhanced CFP (ECFP) and EGFP, respectively. As a proof of concept, we modified reporter cells with CD19-specific and ROR1-specific CARs, and we detected high-level reporter signals that allowed distinguishing functional from non-functional CAR constructs. The reporter data were highly reproducible, and the time required for completing each testing campaign was substantially shorter with reporter cells (6 days) compared to primary CAR-T cells (21 days). We challenged the reporter platform to a large-scale screening campaign on a ROR1-CAR library, and we showed that reporter cells retrieved a functional CAR variant that was present with a frequency of only 6 in 1.05 × 106. The data illustrate the potential to implement this reporter platform into the preclinical development path of novel CAR-T cell products and to inform and accelerate the selection of lead CAR candidates for clinical translation."

"25. Biol Blood Marrow Transplant. 2019 Feb;25(2):223-232. doi: 10.1016/j.bbmt.2018.10.004. Epub 2018 Oct 10.","Manufacture of Chimeric Antigen Receptor T Cells from Mobilized Cyropreserved Peripheral Blood Stem Cell Units Depends on Monocyte Depletion.","Cytotoxic chemotherapy and radiation can render lymphocyte repertoires qualitatively and quantitatively defective. Thus, heavily treated patients are often poor candidates for the manufacture of autologous chimeric antigen receptor (CAR)-T cell products. In the United States and Europe, children with high-risk neuroblastoma undergo apheresis early in the course of treatment to collect peripheral blood stem cells (PBSCs) for cryopreservation in preparation for high-dose chemotherapy followed by autologous stem cell rescue. Here, we investigate whether these cryopreserved chemotherapy and granulocyte colony-stimulating factor (G-CSF)-mobilized PBSCs can serve as starting material  for CAR-T cell manufacturing. We evaluated T cell precursor subsets in cryopreserved PBSC units from 8 patients with neuroblastoma using fluorescent activated cell sorting-based analysis. Every cryopreserved unit collected early in treatment contained both CD4 and CD8 precursors with significant numbers of naïve and central memory precursors. Significant numbers of Ki67+/PD1+ T cells were detected, presumably the result of chemotherapy-induced lymphopenia and subsequent homeostatic proliferation. Cryopreserved PBSC units containing 56 to 112 × 106 T cells were amenable to immunomagnetic selection, CD3 × 28 bead activation, lentiviral transduction, and cytokine-driven expansion, provided that CD14 monocytes were depleted before the initiation of cultures. Second- and third-generation CD171 CAR+ CD4 and CD8 effector cells derived from cryopreserved units displayed antineuroblastoma lytic potency and cytokine secretion comparable to those derived from a healthy donor and mediated in vivo antitumor regression in NSG mice. We conclude that cryopreserved PBSCs procured via standard methods during early treatment can serve as an alternative starting source for CAR-T cell manufacturing, extending the options for heavily treated patients."

"28. Cancer Res. 2019 Feb 1;79(3):663-675. doi: 10.1158/0008-5472.CAN-18-1078. Epub 2018 Dec 4.","CML Hematopoietic Stem Cells Expressing IL1RAP Can Be Targeted by Chimeric Antigen Receptor-Engineered T Cells.","Chronic myeloid leukemia (CML) is a chronic disease resulting in myeloid cell expansion through expression of the BCR-ABL1 fusion transcript. Tyrosine kinase inhibitors (TKI) have significantly increased survival of patients with CML, and  deep responders may consider stopping the treatment. However, more than 50% of patients relapse and restart TKI, subsequently suffering unknown toxicity. Because CML is a model immune system-sensitive disease, we hypothesize that chimeric antigen receptor (CAR) T cells targeting IL1 receptor-associated protein (IL1RAP) in quiescent CML stem cells may offer an opportunity for a permanent cure. In this study, we produced and molecularly characterized a specific monoclonal anti-IL1RAP antibody from which fragment antigen-binding nucleotide coding sequences were cloned as a single chain into a lentiviral backbone and secured with the suicide gene iCASP9/rimiducid system. Our CAR T-cell therapy exhibited cytotoxicity against both leukemic stem cells and, to a lesser extent,  monocytes expressing IL1RAP, with no apparent effect on the hematopoietic system, including CD34+ stem cells. This suggests IL1RAP as a tumor-associated antigen for immunotherapy cell targeting. IL1RAP CAR T cells were activated in the presence of IL1RAP+ cell lines or primary CML cells, resulting in secretion of proinflammatory cytokines and specifically killing in vitro and in a xenograft murine model. Overall, we demonstrate the proof of concept of a CAR T-cell immunotherapy approach in the context of CML that is applicable for young patients and primary TKI-resistant, intolerant, or allograft candidate patients.  SIGNIFICANCE: These findings present the first characterization and proof of concept of a chimeric antigen receptor directed against IL1RAP expressed by leukemic stem cells in the context of CML."

"29. Curr Opin Biotechnol. 2019 Feb;55:87-94. doi: 10.1016/j.copbio.2018.08.008. Epub  2018 Sep 6.","Engineering mammalian cells for disease diagnosis and treatment.","Synthetic biology aims to repurpose cells to sense a wide range of input signals  and respond by conditionally expressing user-defined output genes. In this review, we highlight the latest developments in synthetic-biology-inspired in vitro and in vivo diagnostics and therapeutics employing engineered mammalian cells. Recent work has led to the creation of modular synthetic receptors with adaptable ligand-binding domains whose recognition specificity can be easily tailored to target various diseases. Engineered cells can now sense a great variety of soluble and surface-bound antigens with unprecedented selectivity and  sensitivity, and implanted designer cells equipped with appropriate response modules can successfully treat diabetes, cancer and autoimmune diseases in animal models. Recently, the first immunotherapies using chimeric-antigen receptor (CAR)-T cells were approved to treat lymphoma patients. As this milestone paves the way for translating state-of-the-art synthetic biology approaches into clinical benefit, we also discuss the challenges facing engineered cell therapies."

