"Reference","Title","Abstract"

"6. Sci Immunol. 2018 Dec 21;3(30). pii: eaau2042. doi: 10.1126/sciimmunol.aau2042.","The TNFRSF members CD27 and OX40 coordinately limit TH17 differentiation in regulatory T cells.","Regulatory T cells (Tregs) are closely related to TH17 cells and use aspects of the TH17-differentiation program for optimal immune regulation. In several chronic inflammatory human diseases, Tregs express IL-17A, suggesting that dysregulation of TH17-associated pathways in Tregs may result in either loss of suppressive function and/or conversion into pathogenic cells. The pathways that regulate the TH17 program in Tregs are poorly understood. We have identified two  TNF receptor superfamily (TNFRSF) members, CD27 and OX40, that are preferentially expressed by skin-resident Tregs Both CD27 and OX40 signaling suppressed the expression of TH17-associated genes from Tregs in a cell-intrinsic manner in vitro and in vivo. However, only OX40 played a nonredundant role in promoting Treg accumulation. Tregs that lacked both CD27 and OX40 were defective in controlling skin inflammation and expressed high levels of IL-17A, as well as the master TH17 transcription factor, RORγt. Last, we found that CD27 expression was  inversely correlated with Treg IL-17 production in skin of patients with psoriasis and hidradenitis suppurativa. Together, our results suggest that TNFRSF members play both redundant and distinct roles in regulating Treg plasticity in tissues."

"7. J Allergy Clin Immunol. 2019 Jun;143(6):2095-2107. doi: 10.1016/j.jaci.2018.11.031. Epub 2018 Dec 18.","Blood endotyping distinguishes the profile of vitiligo from that of other inflammatory and autoimmune skin diseases.","BACKGROUND: Peripheral blood skin-homing/cutaneous lymphocyte antigen (CLA)+ T cells emerge as biomarkers of cutaneous immune activation in patients with inflammatory skin diseases (atopic dermatitis [AD] and alopecia areata [AA]). However, blood phenotyping across these subsets is not yet available in patients  with vitiligo. OBJECTIVE: We sought to measure cytokine production by circulating skin-homing (CLA+) versus systemic (CLA-) polar CD4+/CD8+ ratio and activated T-cell subsets in patients with vitiligo compared with patients with AA, AD, or psoriasis and control subjects. METHODS: Flow cytometry was used to measure levels of the cytokines IFN-γ, IL-13, IL-9, IL-17, and IL-22 in CD4+/CD8+ T cells in the blood of 19 patients with moderate-to-severe nonsegmental/generalized vitiligo, moderate-to-severe AA (n = 32), psoriasis (n = 24), or AD (n = 43) and control subjects (n = 30). Unsupervised clustering differentiated subjects into groups based on cellular frequencies. RESULTS: Patients with Vitiligo showed the highest CLA+/CLA- TH1/type 1 cytotoxic T-cell polarization, with parallel TH2/TH9/TH17/TH22 level increases to levels often greater than those seen in patients with AA, AD, or psoriasis (P < .05). Total regulatory T-cell counts were lower in patients with vitiligo than in control subjects and patients with AD or psoriasis (P < .001). Vitiligo severity  correlated with levels of multiple cytokines (P < .1), whereas duration was linked with IFN-γ and IL-17 levels (P < .04). Patients and control subjects grouped into separate clusters based on blood biomarkers. CONCLUSIONS: Vitiligo is characterized by a multicytokine polarization among circulating skin-homing and systemic subsets, which differentiates it from other  inflammatory/autoimmune skin diseases. Future targeted therapies should delineate the relative contribution of each cytokine axis to disease perpetuation."

"8. Autoimmun Rev. 2019 Feb;18(2):129-136. doi: 10.1016/j.autrev.2018.08.006. Epub 2018 Dec 17.","Th17 cells in renal inflammation and autoimmunity.","Th17 cells are a distinct lineage of T-cells. These T-cells express IL-17A and the lineage-defining transcription factor RORγt. Th17 cells have a pivotal, physiological role in host defense against pathogens. These pro-inflammatory T-cells are also key players in autoimmunity and a pathogenic role has been demonstrated in several diseases such as rheumatoid arthritis or psoriasis. Recently, there is evidence that Th17 cells may drive renal inflammation and renal autoimmunity in anti-neutrophil-cytoplasmic-antibody-(ANCA)-vasculitis and  systemic lupus erythematosus. The aim of this review is to discuss the possible involvement of Th17 cells in renal autoimmunity and its value for future therapeutic approaches."

"9. Cutis. 2018 Nov;102(5S):6-12.","Update on the pathophysiology of psoriasis.","Psoriasis is a genetically programmed pathologic interaction among skin cells, immunocytes, and numerous biologic signaling molecules that is triggered by environmental stimuli. The immune response is a cellular one; type 1 (TH1) and type 17 (TH17) T cells are activated by IL-12 and IL-23 secreted by antigen-presenting cells (APCs) in the skin. Through various cytokines, such as tumor necrosis factor (TNF) α, these cells cause a chronic inflammatory state and alter epidermal hyperproliferation, differentiation, apoptosis, and neoangiogenesis that produce the cutaneous findings seen in this disease. The newer biologic therapies target the immunologic signaling pathways and cytokines  identified in the pathogenesis of psoriasis and provide notable clinical improvement. Further study in the pathogenesis of psoriasis can help identify targets for future therapies."

"10. Front Immunol. 2018 Nov 28;9:2746. doi: 10.3389/fimmu.2018.02746. eCollection 2018.","Psoriasis: Classical vs. Paradoxical. The Yin-Yang of TNF and Type I Interferon.","Chronic plaque psoriasis is a common debilitating skin disease. The identification of the pathogenic role of the TNF/IL-23/TH17 pathway has enabled the development of targeted therapies used in the clinic today. Particularly, TNF inhibitors have become a benchmark for the treatment of numerous chronic inflammatory diseases such as psoriasis. Although being highly effective in psoriasis treatment, anti-TNFs can themselves induce psoriasis-like skin lesions, a side effect called paradoxical psoriasis. In this review, we provide a comprehensive look at the different cellular and molecular players involved in classical plaque psoriasis and contrast its pathogenesis to paradoxical psoriasis, which is clinically similar but immunologically distinct. Classical psoriasis is a T-cell mediated autoimmune disease driven by TNF, characterised by T-cells memory, and a relapsing disease course. In contrast, paradoxical psoriasis is caused by the absence of TNF and represents an ongoing type-I interferon-driven innate inflammation that fails to elicit T-cell autoimmunity and lacks memory T cell-mediated relapses."

"11. Biomed Pharmacother. 2019 Jan;109:1876-1883. doi: 10.1016/j.biopha.2018.10.062. Epub 2018 Nov 26.","Rutaecarpine inhibited imiquimod-induced psoriasis-like dermatitis via inhibiting the NF-κB and TLR7 pathways in mice.","Psoriasis is a chronic, immune-mediated inflammatory skin disease. As psoriasis rarely occurs in nonhuman animals, the lack of an ideal animal model reflecting the histopathological and molecular immunological characteristics of psoriasis remains an urgent issue. In the present study, an imiquimod-induced psoriasis-like dermatitis mouse model was constructed under natural immune conditions and verified by evaluations of the Psoriasis Area and Severity Index (PASI) score and Baker score, H&E staining, immunohistochemical examination of the CD3 and Gr1 levels, measurement of plasmacytoid dendritic cell- (pDC) and Th17-associated cytokine levels, and evaluation of p65 phosphorylation and TLR7 expression. Moreover, rutaecarpine (RUT), the main active ingredient in the traditional Chinese medicine Wu-Zhu-Yu, could improve psoriasis-like dermatitis through effects on pDC- and Th17-associated cytokines through NF-κB and toll-like receptor 7 (TLR7) signaling. Taken together, the imiquimod-induced psoriasis-like dermatitis mouse model can be regarded as an ideal model for evaluating psoriasis pathogenesis and antipsoriatic drugs. We provided theoretical and experimental evidence for the clinical application of RUT in psoriasis."

"12. Molecules. 2018 Dec 10;23(12). pii: E3256. doi: 10.3390/molecules23123256.","Three Constituents of Moringa oleifera Seeds Regulate Expression of Th17-Relevant Cytokines and Ameliorate TPA-Induced Psoriasis-Like Skin Lesions in Mice.","As a folk medicine, Moringa oleifera L. is used effectively to treat inflammatory conditions and skin diseases. However, its mechanism of action is not well understood, limiting its medical use. We isolated and identified three compounds, namely niazirin, marumoside A and sitosterol-3-O-β-d-glucoside, from the seeds of Moringa oleifera, and studied their effects on the expression of Th17-relevant cytokines (IL-12/IL-23 p40, IL-17A, IL-22 and IL-23 p19) using lipopolysaccharide-stimulated THP-1 cells. Additionally, as Th17 plays a critical role in the pathogenesis of psoriasis, we used a 12-O-tetradecanoylphorbol-13-acetate (TPA)-induced psoriasis-like skin lesion mouse model to study their potential therapeutic application in vivo. The compounds suppressed the expression of IL-12/IL-23 p40, IL-17A, IL-22 and IL-23 p19 in vitro, and in vivo they ameliorated psoriasis-like skin lesions, decreased IL-17A mRNA expression, and increased the expression of keratinocyte differentiation markers. To our knowledge, this is the first report regarding the mechanism and therapeutic application of Moringa oleifera seeds to treat psoriasis-like lesions in vivo."

"13. J Invest Dermatol. 2019 Jun;139(6):1245-1253. doi: 10.1016/j.jid.2018.11.021. Epub 2018 Dec 5.","Neutrophil Extracellular Traps Induce Human Th17 Cells: Effect of Psoriasis-Associated TRAF3IP2 Genotype.","Psoriasis lesions are rich in IL-17-producing T cells as well as neutrophils, which release webs of DNA-protein complexes known as neutrophil extracellular traps (NETs). Because we and others have observed increased NETosis in psoriatic  lesions, we hypothesized that NETs contribute to increased T helper type 17 (Th17) cells in psoriasis. After stimulating peripheral blood mononuclear cells with anti-CD3/CD28 beads for 7 days, we found significantly higher percentages of CD3+CD4+IL-17+ (Th17) cells in the presence versus absence of NETs, as assessed by flow cytometry, IL-17 ELISA, and IL17A/F and RORC mRNAs. Memory, but not naïve, T cells were competent and monocytes were required for CD3/CD28-mediated Th17 induction, with or without NETs. Th17 induction was enhanced by the T allele of rs33980500 (T/C), a psoriasis risk-associated variant in the TRAF3IP2 gene encoding the D10N variant of Act1, a key mediator of IL-17 signal transduction. Global transcriptome analysis of CD3/CD28-stimulated peripheral blood mononuclear cells by RNA sequencing confirmed the stimulatory effects of NETs, demonstrated NET-induced enhancement of cytokine gene expression, and verified that the effect of Act1 D10N was greater in the presence of NETs. Collectively, these results implicate NETs and the Act1 D10N variant in human Th17 induction from peripheral  blood mononuclear cells, with ramifications for immunogenetic studies of psoriasis and other autoimmune diseases."

"14. Biomed Pharmacother. 2019 Feb;110:265-274. doi: 10.1016/j.biopha.2018.11.092. Epub 2018 Dec 1.","PSORI-CM02 alleviates IMQ-induced mouse dermatitis via differentially regulating  pro- and anti-inflammatory cytokines targeting of Th2 specific transcript factor  GATA3.","The IL-17-producing CD4+ T cell and γδT cells play critical roles in the pathogenesis of psoriasis (PS). PSORI-CM02 is a representative herbal formula for the treatment for PS in South China. It was confirmed to improve PS without obvious side effects in the clinic. Here we sought to clarify whether and how PSORI-CM02 regulates T cell differentiation and functions in IMQ-induced psoriasis-like BALB/c mouse model. Mice pre-treated 3 days with PSORI-CM02 significantly alleviated skin inflammation, as reduced in PASI score and classic  psoriatic characteristics in pathological sections. CD3 and CD4 positive T cells  were also fewer in the skin lesions of PSORI-CM02 groups, comparing to control group. PSORI-CM02 also decreased pro-inflammatory IFNγ mRNA and IL-17 A mRNA, while increased IL-4 mRNA in mouse skin lesions. In skin draining lymph nodes (DLN), PSORI-CM02 reduced the ratio of γδT cells and inhibited their function of  producing IL-17 A. Nevertheless PSORI-CM02 had no effects on the ratio of total TCRβ+T cells and CD4 + T cells. But it regulated CD4 + T helper cells differentiation, and resulted in the decreasing percentage of IFNγ producing Th1  cells and IL-17 A producing Th17 cells, while increasing the ratio of IL-4 producing Th2 cells in DLN. Further data showed that PSORI-CM02 promote expression of Th2 specific transcript factor GATA3, but had no effects on T-bet and RORγ. Thus, we tentatively interpret that PSORI-CM02 impairs IMQ-induced psoriasis by promoting Th2 cell response targeting of GATA3."

"15. Int Immunopharmacol. 2019 Jan;66:236-241. doi: 10.1016/j.intimp.2018.11.031. Epub 2018 Nov 24.","ERK inhibitor JSI287 alleviates imiquimod-induced mice skin lesions by ERK/IL-17  signaling pathway.","Many studies confirmed that the over-activation of RAF-MEK-ERK signaling pathway  plays a central role in human cancers. To avoid drug resistance during cancer treatment, many researchers focused on the study of the downstream therapeutic target of RAF-MEK-ERK signaling pathway. Therefore, ERK1/2 became a hot anticancer target. It has been shown that ERK phosphorylation could activate Th17 cells and therefore induce inflammatory diseases. Due to these results, inhibition of ERK, as a potential drug target, could provide a solution for autoimmune diseases, especially T cell mediated diseases. In this study, a small  synthetic molecule JSI287 was found with the function of alleviating IMQ-induced  mice skin lesions through ERK/IL-17 signaling pathway during the screening of small molecule databases targeting ERK. The results showed that JS1287 small molecule alleviated epidermal thickness, epidermis congestion, edema and inflammatory cell infiltration, decreased release of inflammatory cytokines of IL-6, IL-12 and IL-17A, and further regulated the mRNA expression of ATF1 and protein expression of ERK1/2 in IMQ-induced skin lesions. Our study suggested that ERK inhibitor JSI287 could be a promising candidate for psoriasis treatment."

"16. Mol Immunol. 2019 Jan;105:16-31. doi: 10.1016/j.molimm.2018.11.007. Epub 2018 Nov 23.","A complex auxiliary: IL-17/Th17 signaling during type 1 diabetes progression.","Type 1 diabetes (T1D) is an autoimmune disease centered around the loss of the beta cells of the islets of Langerhans, and consequent inability of the islets to produce the insulin necessary to maintain glycemic control. While most therapeutic approaches have been centered on insulin replacement, newer approaches to target the underlying immune response have become an area of focus. However, the immune landscape in T1D is extremely complex, and the roles played by individual cytokines during disease progression are incompletely understood, making the development of immunotherapies very difficult. In this review, we discuss the complex auxiliary role played by IL-17, both around the islet and in  peripheral tissues such as the gut and kidney, which might influence T1D progression. Through our re-analysis of the key factors involved IL-17 signaling  in recently published single-cell sequencing and sorted-cell bulk sequencing datasets, we find supporting evidence for the general existence of the signaling  apparatus in islet endocrine cells. We also explore the emerging evidence of IL-17 serving as an influential factor in diabetic complications that affect distal tissues. While anti-IL-17 therapies are emerging as an option for psoriasis and other autoimmune disorders, we highlight here a number of questions that would need to be addressed before their potential applicability to treating  T1D can be fully evaluated."

"17. Eur J Pharmacol. 2019 Jan 15;843:190-198. doi: 10.1016/j.ejphar.2018.11.030. Epub 2018 Nov 22.","AS2762900-00, a potent anti-human IL-23 receptor monoclonal antibody, prevents epidermal hyperplasia in a psoriatic human skin xenograft model.","Interleukin (IL)-23 is thought to be critical in the pathogenesis of psoriasis, and anti-IL-23 monoclonal antibodies (mAbs) have been approved for the treatment  of psoriasis. We speculated that an anti-IL-23 receptor mAb might have greater efficacy than an anti-IL-23 mAb in the treatment of local inflamed lesions with high IL-23 levels. We previously generated an anti-human IL-23 receptor mAb, AS2762900-00, which potently blocked IL-23-induced cell proliferation, regardless of the concentration of IL-23. Here, we evaluated the therapeutic potential of AS2762900-00 in the treatment of psoriasis. Compared with untreated control, AS2762900-00 significantly reduced the epidermal thickness of lesions in a clinically relevant psoriatic human skin xenograft model. The expression of inflammatory genes including genes downstream of IL-23 signaling in the lesion tended to be lower in the AS2762900-00 group than the untreated group, suggesting that the inhibitory effects of AS2762900-00 in the psoriatic human skin xenograft model might occur via blockade of IL-23 signaling pathways. Further, AS2762900-00 showed an inhibitory effect on signal transducer and activator of transcription 3 (STAT3) phosphorylation as a downstream signal of IL-23 receptor activation in whole blood from patients with psoriasis. We also confirmed that AS2762900-00 inhibited IL-23-induced STAT3 phosphorylation in a concentration-dependent manner using whole blood from healthy donors. These data suggest that AS2762900-00 is a  promising drug candidate for the treatment of psoriasis. In addition, STAT3 phosphorylation in whole blood may be a useful biomarker for the evaluation of the pharmacodynamic effects of AS2762900-00 in healthy volunteers in clinical development."

"18. Dermatol Clin. 2019 Jan;37(1):29-36. doi: 10.1016/j.det.2018.07.004. Epub 2018 Nov 1.","Biologics and Psoriasis: The Beat Goes On.","Psoriasis is a chronic, immune-mediated, inflammatory skin disease that requires  long-term therapy for disease control. This article reviews data presented in clinical trials to evaluate and compare various characteristics of biologics that are currently approved for the treatment of psoriasis. Attributes of biological agents that are examined in this article include efficacy, long-term maintenance, overall safety, median time to onset of efficacy, adjustment for body weight, frequency of injections, indication for psoriatic arthritis, and safety in pregnancy. Here, we evaluate what the ideal choice of biological therapy may be for psoriasis patients with specific needs."

"19. J Exp Med. 2018 Dec 3;215(12):3006-3018. doi: 10.1084/jem.20181439. Epub 2018 Nov 19.","Genetic models reveal origin, persistence and non-redundant functions of IL-17-producing γδ T cells.","γδ T cells are highly conserved in jawed vertebrates, suggesting an essential role in the immune system. However, γδ T cell-deficient Tcrd -/- mice display surprisingly mild phenotypes. We hypothesized that the lack of γδ T cells in constitutive Tcrd -/- mice is functionally compensated by other lymphocytes taking over genuine γδ T cell functions. To test this, we generated a knock-in model for diphtheria toxin-mediated conditional γδ T cell depletion. In contrast  to IFN-γ-producing γδ T cells, IL-17-producing γδ T cells (Tγδ17 cells) recovered inefficiently after depletion, and their niches were filled by expanding Th17 cells and ILC3s. Complementary genetic fate mapping further demonstrated that Tγδ17 cells are long-lived and persisting lymphocytes. Investigating the function of γδ T cells, conditional depletion but not constitutive deficiency protected from imiquimod-induced psoriasis. Together, we clarify that fetal thymus-derived  Tγδ17 cells are nonredundant local effector cells in IL-17-driven skin pathology."

"20. Exp Dermatol. 2019 Feb;28(2):113-120. doi: 10.1111/exd.13841. Epub 2018 Dec 21.","IL-36 receptor antagonistic antibodies inhibit inflammatory responses in preclinical models of psoriasiform dermatitis.","Psoriasis vulgaris (PV) results from activation of IL-23/Th17 immune pathway and  is further amplified by cytokines/chemokines from skin cells. Among skin-derived  pro-inflammatory cytokines, IL-36 family members are highly upregulated in PV patients and play a critical role in general pustular psoriasis. However, there is limited data showing crosstalk between the IL-23 and IL-36 pathways in PV. Herein, potential attenuation of skin inflammation in the IL-23-induced mouse model of psoriasiform dermatitis by functional inhibition of IL-36 receptor (IL-36R) was interrogated. Anti-mouse IL-36R monoclonal antibodies (mAbs) were generated and validated in vitro by inhibiting IL-36α-induced secretion of CXCL1  from NIH 3T3 cells. Antibody target engagement was demonstrated by inhibition of  CXCL1 production in a novel acute model of IL-36α systemic injection in mice. In  addition, anti-IL-36R mAbs inhibited tissue inflammation and inflammatory gene expression in an IL-36α ear injection model of psoriasiform dermatitis demonstrating engagement of the target in the ear skin. To elucidate the possible role of IL-36 signalling in IL-23/Th17 pathway, the ability of anti-IL-36R mAbs to inhibit skin inflammation in an IL-23 ear injection model was assessed. Inhibiting the IL-36 pathway resulted in significant attenuation of skin thickening and psoriasis-relevant gene expression. Taken together, these data suggest a role for IL-36 signalling in the IL-23/Th17 signalling axis in PV."

"21. Cell Metab. 2019 Feb 5;29(2):475-487.e7. doi: 10.1016/j.cmet.2018.10.006. Epub 2018 Nov 8.","Interleukin-17 Drives Interstitial Entrapment of Tissue Lipoproteins in Experimental Psoriasis.","Lipoproteins trapped in arteries drive atherosclerosis. Extravascular low-density lipoprotein undergoes receptor uptake, whereas high-density lipoprotein (HDL) interacts with cells to acquire cholesterol and then recirculates to plasma. We developed photoactivatable apoA-I to understand how HDL passage through tissue is regulated. We focused on skin and arteries of healthy mice versus those with psoriasis, which carries cardiovascular risk in man. Our findings suggest that psoriasis-affected skin lesions program interleukin-17-producing T cells in draining lymph nodes to home to distal skin and later to arteries. There, these cells mediate thickening of the collagenous matrix, such that larger molecules including lipoproteins become entrapped. HDL transit was rescued by depleting CD4+ T cells, neutralizing interleukin-17, or inhibiting lysyl oxidase that crosslinks collagen. Experimental psoriasis also increased vascular stiffness and atherosclerosis via this common pathway. Thus, interleukin-17 can reduce lipoprotein trafficking and increase vascular stiffness by, at least in part, remodeling collagen."

